	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	Score
374	352649	Brain dopamine-serotonin vesicular transport disease	Brain dopamine-serotonin vesicular transport disease	717942003	Brain dopamine-serotonin vesicular transport disease (disorder)	1000
375	168782	Childhood disintegrative disorder	Childhood disintegrative disorder	71961003	Childhood disintegrative disorder (disorder)	1000
376	401810	Autosomal recessive spastic paraplegia type 64	Autosomal recessive spastic paraplegia type 64	726609005	Autosomal recessive spastic paraplegia type 64 (disorder)	1000
377	3261	Autoimmune lymphoproliferative syndrome	Autoimmune lymphoproliferative syndrome	702444009	Autoimmune lymphoproliferative syndrome (disorder)	1000
378	319298	Papillary renal cell carcinoma	Papillary renal cell carcinoma	733608000	Papillary renal cell carcinoma (disorder)	1000
379	3319	Congenital amegakaryocytic thrombocytopenia	Congenital amegakaryocytic thrombocytopenia	716336002	Congenital amegakaryocytic thrombocytopenia (disorder)	1000
380	101111	Spinocerebellar ataxia type 25	Spinocerebellar ataxia type 25	718770005	Spinocerebellar ataxia type 25 (disorder)	1000
381	73260	Paracoccidioidomycosis	Paracoccidioidomycosis	59925007	Paracoccidioidomycosis (disorder)	1000
382	314647	Non-progressive cerebellar ataxia with intellectual disability	Non-progressive cerebellar ataxia with intellectual disability	723441001	Non-progressive cerebellar ataxia with intellectual disability (disorder)	1000
383	60039	Pudendal neuralgia	Pudendal neuralgia	427972000	Pudendal neuralgia (disorder)	1000
384	319239	Brazilian hemorrhagic fever	Brazilian hemorrhagic fever	240524001	Brazilian hemorrhagic fever (disorder)	1000
385	171684	Idiopathic bilateral vestibulopathy	Idiopathic bilateral vestibulopathy	737580004	Idiopathic bilateral vestibulopathy (disorder)	1000
386	294023	Neonatal inflammatory skin and bowel disease	Neonatal inflammatory skin and bowel disease	773662009	Neonatal inflammatory skin and bowel disease (disorder)	1000
387	77295	Odontoleukodystrophy	Odontoleukodystrophy	722064003	Odontoleukodystrophy (disorder)	1000
388	300878	Hairy cell leukemia variant	Hairy cell leukemia variant	277568007	Hairy cell leukemia variant (disorder)	1000
389	99937	Autosomal dominant Charcot-Marie-Tooth disease type 2C	Autosomal dominant Charcot-Marie-Tooth disease type 2C	717010007	Autosomal dominant Charcot-Marie-Tooth disease type 2C (disorder)	1000
390	100993	Autosomal dominant spastic paraplegia type 12	Autosomal dominant spastic paraplegia type 12	763374004	Autosomal dominant spastic paraplegia type 12 (disorder)	1000
391	165805	Familial mesial temporal lobe epilepsy with febrile seizures	Familial mesial temporal lobe epilepsy with febrile seizures	784372002	Familial mesial temporal lobe epilepsy with febrile seizures (disorder)	1000
392	352718	Progressive retinal dystrophy due to retinol transport defect	Progressive retinal dystrophy due to retinol transport defect	773576000	Progressive retinal dystrophy due to retinol transport defect (disorder)	1000
393	353217	Epileptic encephalopathy with global cerebral demyelination	Epileptic encephalopathy with global cerebral demyelination	726702005	Epileptic encephalopathy with global cerebral demyelination (disorder)	1000
394	431255	Scapuloperoneal spinal muscular atrophy	Scapuloperoneal spinal muscular atrophy	230248006	Scapuloperoneal spinal muscular atrophy (disorder)	1000
395	3273	Synovial sarcoma	Synovial sarcoma	302851001	Synovial sarcoma (disorder)	1000
396	199282	Harlequin syndrome	Harlequin syndrome	14070001000004105	Harlequin syndrome (disorder)	1000
397	2035	Lymphatic filariasis	Lymphatic filariasis	240820001	Lymphatic filariasis (disorder)	1000
398	264691	Isolated pulmonary capillaritis	Isolated pulmonary capillaritis	707436001	Isolated pulmonary capillaritis (disorder)	1000
399	86	Familial abdominal aortic aneurysm	Familial abdominal aortic aneurysm	715364001	Familial abdominal aortic aneurysm (disorder)	1000
400	207000	Fungal myositis	Fungal myositis	240111007	Fungal myositis (disorder)	1000
401	666	Osteogenesis imperfecta	Osteogenesis imperfecta	78314001	Osteogenesis imperfecta (disorder)	1000
402	3299	Tetanus	Tetanus	76902006	Tetanus (disorder)	1000
403	100085	Primary hepatic neuroendocrine carcinoma	Primary hepatic neuroendocrine carcinoma	716652006	Primary hepatic neuroendocrine carcinoma (disorder)	1000
404	200418	Immunodeficiency with factor I anomaly	Immunodeficiency with factor I anomaly	783621008	Immunodeficiency with factor I anomaly (disorder)	1000
405	101077	X-linked Charcot-Marie-Tooth disease type 3	X-linked Charcot-Marie-Tooth disease type 3	763458005	X-linked Charcot-Marie-Tooth disease type 3 (disorder)	1000
406	208513	Spinocerebellar ataxia type 29	Spinocerebellar ataxia type 29	715825009	Spinocerebellar ataxia type 29 (disorder)	1000
407	86869	Lymphomatoid granulomatosis	Lymphomatoid granulomatosis	239940004	Lymphomatoid granulomatosis (disorder)	1000
408	99944	Autosomal dominant Charcot-Marie-Tooth disease type 2K	Autosomal dominant Charcot-Marie-Tooth disease type 2K	719512003	Autosomal dominant Charcot-Marie-Tooth disease type 2K (disorder)	1000
409	1826	Frontometaphyseal dysplasia	Frontometaphyseal dysplasia	62803002	Frontometaphyseal dysplasia (disorder)	1000
410	98769	Spinocerebellar ataxia type 15/16	Spinocerebellar ataxia type 15/16	716724006	Spinocerebellar ataxia type 15/16 (disorder)	1000
411	2822	Autosomal recessive spastic paraplegia type 11	Autosomal recessive spastic paraplegia type 11	715491000	Autosomal recessive spastic paraplegia type 11 (disorder)	1000
412	100046	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D	765747004	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D (disorder)	1000
413	251674	Chordoid glioma	Chordoid glioma	715900001	Chordoid glioma (disorder)	1000
414	100994	Autosomal dominant spastic paraplegia type 13	Autosomal dominant spastic paraplegia type 13	783698005	Autosomal dominant spastic paraplegia type 13 (disorder)	1000
415	284454	Acute zonal occult outer retinopathy	Acute zonal occult outer retinopathy	312929003	Acute zonal occult outer retinopathy (disorder)	1000
416	2965	Prolactinoma	Prolactinoma	134209002	Prolactinoma (disorder)	1000
417	36236	Staphylococcal scalded skin syndrome	Staphylococcal scalded skin syndrome	200946001	Staphylococcal scalded skin syndrome (disorder)	1000
418	67047	3-methylglutaconic aciduria type 3	3-methylglutaconic aciduria type 3	297232009	3-Methylglutaconic aciduria type 3 (disorder)	1000
419	1170	Autosomal recessive cerebelloparenchymal disorder type 3	Autosomal recessive cerebelloparenchymal disorder type 3	715369006	Autosomal recessive cerebelloparenchymal disorder type 3 (disorder)	1000
420	501	Lafora disease	Lafora disease	230425004	Lafora disease (disorder)	1000
421	1182	Spastic ataxia with congenital miosis	Spastic ataxia with congenital miosis	763669001	Spastic ataxia with congenital miosis (disorder)	1000
422	238722	Familial congenital mirror movements	Familial congenital mirror movements	784348007	Familial congenital mirror movements (disorder)	1000
423	94147	Spinocerebellar ataxia type 7	Spinocerebellar ataxia type 7	715726000	Spinocerebellar ataxia type 7 (disorder)	1000
424	99954	Charcot-Marie-Tooth disease type 4H	Charcot-Marie-Tooth disease type 4H	715802008	Charcot-Marie-Tooth disease type 4H (disorder)	1000
425	93111	Renal cysts and diabetes syndrome	Renal cysts and diabetes syndrome	446641003	Renal cysts and diabetes syndrome (disorder)	1000
426	139	CHILD syndrome	CHILD syndrome	17608003	Child syndrome (disorder)	1000
427	263524	Acute necrotizing encephalopathy of childhood	Acute necrotizing encephalopathy of childhood	763310000	Acute necrotizing encephalopathy of childhood (disorder)	1000
428	85128	Bothnia retinal dystrophy	Bothnia retinal dystrophy	715647007	Bothnia retinal dystrophy (disorder)	1000
429	137599	Stromal keratitis	Stromal keratitis	397563008	Stromal keratitis (disorder)	1000
430	99139	Unstable hemoglobin disease	Unstable hemoglobin disease	18273004	Unstable hemoglobin disease (disorder)	1000
431	2478	Megalencephalic leukoencephalopathy with subcortical cysts	Megalencephalic leukoencephalopathy with subcortical cysts	703536004	Megalencephalic leukoencephalopathy with subcortical cysts (disorder)	1000
432	411590	Wolfram-like syndrome	Wolfram-like syndrome	734022008	Wolfram-like syndrome (disorder)	1000
433	477742	Nodular fasciitis	Nodular fasciitis	35548007	Nodular fasciitis (disorder)	1000
434	139573	Hereditary sensory and autonomic neuropathy with deafness and global delay	Hereditary sensory and autonomic neuropathy with deafness and global delay	717826009	Hereditary sensory and autonomic neuropathy with deafness and global delay (disorder)	1000
435	790	Retinoblastoma	Retinoblastoma	370967009	Retinoblastoma (disorder)	1000
436	280553	Fatal infantile hypertonic myofibrillar myopathy	Fatal infantile hypertonic myofibrillar myopathy	782883004	Fatal infantile hypertonic myofibrillar myopathy (disorder)	1000
437	86817	Hemolytic anemia due to adenylate kinase deficiency	Hemolytic anemia due to adenylate kinase deficiency	766982000	Hemolytic anemia due to adenylate kinase deficiency (disorder)	1000
438	98955	Lisch epithelial corneal dystrophy	Lisch epithelial corneal dystrophy	724175002	Lisch epithelial corneal dystrophy (disorder)	1000
439	101078	X-linked Charcot-Marie-Tooth disease type 4	X-linked Charcot-Marie-Tooth disease type 4	763400005	X-linked Charcot-Marie-Tooth disease type 4 (disorder)	1000
440	2387	Leukonychia totalis	Leukonychia totalis	763792009	Leukonychia totalis (disorder)	1000
441	34520	Congenital muscular dystrophy with integrin alpha-7 deficiency	Congenital muscular dystrophy with integrin alpha-7 deficiency	771267003	Congenital muscular dystrophy with integrin alpha-7 deficiency (disorder)	1000
442	88	Idiopathic aplastic anemia	Idiopathic aplastic anemia	191256002	Idiopathic aplastic anemia (disorder)	1000
443	228236	Linear focal elastosis	Linear focal elastosis	773697006	Linear focal elastosis (disorder)	1000
444	280598	Hereditary sensorimotor neuropathy with hyperelastic skin	Hereditary sensorimotor neuropathy with hyperelastic skin	782881002	Hereditary sensorimotor neuropathy with hyperelastic skin (disorder)	1000
445	98819	Familial temporal lobe epilepsy	Familial temporal lobe epilepsy	783739005	Familial temporal lobe epilepsy (disorder)	1000
446	158000	Juvenile xanthogranuloma	Juvenile xanthogranuloma	71709009	Juvenile xanthogranuloma (disorder)	1000
447	401849	Autosomal spastic paraplegia type 72	Autosomal spastic paraplegia type 72	782727008	Autosomal spastic paraplegia type 72 (disorder)	1000
448	247511	Autosomal dominant secondary polycythemia	Autosomal dominant secondary polycythemia	783202008	Autosomal dominant secondary polycythemia (disorder)	1000
449	412181	Epidermolysis bullosa simplex due to BP230 deficiency	Epidermolysis bullosa simplex due to BP230 deficiency	773501006	Epidermolysis bullosa simplex due to BP230 deficiency (disorder)	1000
450	31202	Melioidosis	Melioidosis	428111003	Melioidosis (disorder)	1000
451	329235	X-linked central congenital hypothyroidism with late-onset testicular enlargement	X-linked central congenital hypothyroidism with late-onset testicular enlargement	771510006	X-linked central congenital hypothyroidism with late-onset testicular enlargement (disorder)	1000
452	369999	Diffuse palmoplantar keratoderma with painful fissures	Diffuse palmoplantar keratoderma with painful fissures	778062008	Diffuse palmoplantar keratoderma with painful fissures (disorder)	1000
453	280615	Hemoglobinopathy Toms River	Hemoglobinopathy Toms River	782880001	Hemoglobinopathy Toms River (disorder)	1000
454	472	Isosporiasis	Isosporiasis	371423007	Isosporiasis (disorder)	1000
455	2587	Myeloperoxidase deficiency	Myeloperoxidase deficiency	234433009	Myeloperoxidase deficiency (disorder)	1000
456	93114	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E	722294004	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E (disorder)	1000
457	765	Pyruvate dehydrogenase deficiency	Pyruvate dehydrogenase deficiency	190761008	Pyruvate dehydrogenase deficiency (disorder)	1000
458	52416	Mantle cell lymphoma	Mantle cell lymphoma	443487006	Mantle cell lymphoma (disorder)	1000
459	83467	Morvan syndrome	Morvan syndrome	763803004	Morvan syndrome (disorder)	1000
460	137617	Nephrogenic systemic fibrosis	Nephrogenic systemic fibrosis	424114000	Nephrogenic systemic fibrosis (disorder)	1000
461	221046	Poikiloderma with neutropenia	Poikiloderma with neutropenia	772126000	Poikiloderma with neutropenia (disorder)	1000
462	329336	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	725464001	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy (disorder)	1000
463	2940	Porencephaly	Porencephaly	193045003	Porencephaly (disorder)	1000
464	86834	Juvenile myelomonocytic leukemia	Juvenile myelomonocytic leukemia	445227008	Juvenile myelomonocytic leukemia (disorder)	1000
465	559	Marinesco-Sjögren syndrome	Marinesco-Sjögren syndrome	80734006	Marinesco-Sjögren syndrome (disorder)	1000
466	166427	Startle epilepsy	Startle epilepsy	763632004	Startle epilepsy (disorder)	1000
467	99947	Autosomal dominant Charcot-Marie-Tooth disease type 2A2	Autosomal dominant Charcot-Marie-Tooth disease type 2A2	764850002	Autosomal dominant Charcot-Marie-Tooth disease type 2A2 (disorder)	1000
468	3203	Overhydrated hereditary stomatocytosis	Overhydrated hereditary stomatocytosis	722125003	Overhydrated hereditary stomatocytosis (disorder)	1000
469	704	Pemphigus vulgaris	Pemphigus vulgaris	49420001	Pemphigus vulgaris (disorder)	1000
470	678	Papillon-Lefèvre syndrome	Papillon-Lefèvre syndrome	40158001	Papillon-Lefèvre syndrome (disorder)	1000
471	98760	Spinocerebellar ataxia type 8	Spinocerebellar ataxia type 8	715753001	Spinocerebellar ataxia type 8 (disorder)	1000
472	139583	X-linked hereditary sensory and autonomic neuropathy with deafness	X-linked hereditary sensory and autonomic neuropathy with deafness	719838008	X-linked hereditary sensory and autonomic neuropathy with deafness (disorder)	1000
473	2635	Metatropic dysplasia	Metatropic dysplasia	22764001	Metatropic dysplasia (disorder)	1000
474	99829	Yellow fever	Yellow fever	16541001	Yellow fever (disorder)	1000
475	89841	Centripetalis recessive dystrophic epidermolysis bullosa	Centripetalis recessive dystrophic epidermolysis bullosa	725419003	Centripetalis recessive dystrophic epidermolysis bullosa (disorder)	1000
476	363710	Spinocerebellar ataxia type 37	Spinocerebellar ataxia type 37	719301002	Spinocerebellar ataxia type 37 (disorder)	1000
477	939	3-hydroxyisobutyric aciduria	3-hydroxyisobutyric aciduria	237957007	3-Hydroxyisobutyric aciduria (disorder)	1000
478	1243	Best vitelliform macular dystrophy	Best vitelliform macular dystrophy	763387005	Best vitelliform macular dystrophy (disorder)	1000
479	110	Bardet-Biedl syndrome	Bardet-Biedl syndrome	5619004	Bardet-Biedl syndrome (disorder)	1000
480	98964	Lattice corneal dystrophy type I	Lattice corneal dystrophy type I	419197009	Lattice corneal dystrophy Type I (disorder)	1000
481	79262	Adult neuronal ceroid lipofuscinosis	Adult neuronal ceroid lipofuscinosis	62009002	Adult neuronal ceroid lipofuscinosis (disorder)	1000
482	300298	Severe congenital hypochromic anemia with ringed sideroblasts	Severe congenital hypochromic anemia with ringed sideroblasts	725463007	Severe congenital hypochromic anemia with ringed sideroblasts (disorder)	1000
483	397758	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	774152007	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies (disorder)	1000
484	42062	Iminoglycinuria	Iminoglycinuria	84121007	Iminoglycinuria (disorder)	1000
485	157949	Combined immunodeficiency with granulomatosis	Combined immunodeficiency with granulomatosis	783743009	Combined immunodeficiency with granulomatosis (disorder)	1000
486	977	Adrenomyodystrophy	Adrenomyodystrophy	763311001	Adrenomyodystrophy (disorder)	1000
487	1959	Evans syndrome	Evans syndrome	75331009	Evans syndrome (disorder)	1000
488	228374	Charcot-Marie-Tooth disease type 2B5	Charcot-Marie-Tooth disease type 2B5	771307003	Charcot-Marie-Tooth disease type 2B5 (disorder)	1000
489	424975	Squamous cell carcinoma of liver and intrahepatic biliary tract	Squamous cell carcinoma of liver and intrahepatic biliary tract	770684008	Squamous cell carcinoma of liver and intrahepatic biliary tract (disorder)	1000
490	2967	Transcobalamin I deficiency	Transcobalamin I deficiency	237933007	Transcobalamin I deficiency (disorder)	1000
491	79126	Acute interstitial pneumonia	Acute interstitial pneumonia	236302005	Acute interstitial pneumonia (disorder)	1000
492	79152	Disseminated superficial actinic porokeratosis	Disseminated superficial actinic porokeratosis	41495000	Disseminated superficial actinic porokeratosis (disorder)	1000
493	289465	Isolated congenital adermatoglyphia	Isolated congenital adermatoglyphia	763748007	Isolated congenital adermatoglyphia (disorder)	1000
494	101004	Autosomal recessive spastic paraplegia type 24	Autosomal recessive spastic paraplegia type 24	785304005	Autosomal recessive spastic paraplegia type 24 (disorder)	1000
495	589	Myasthenia gravis	Myasthenia gravis	91637004	Myasthenia gravis (disorder)	1000
496	510	Lesch-Nyhan syndrome	Lesch-Nyhan syndrome	10406007	Lesch-Nyhan syndrome (disorder)	1000
497	2912	Poliomyelitis	Poliomyelitis	367318001	Poliomyelitis (disorder)	1000
498	71	Chylomicron retention disease	Chylomicron retention disease	702364003	Chylomicron retention disease (disorder)	1000
499	279943	Hereditary neutrophilia	Hereditary neutrophilia	129639005	Hereditary neutrophilia (disorder)	1000
500	431329	Autosomal recessive spastic paraplegia type 57	Autosomal recessive spastic paraplegia type 57	723826007	Autosomal recessive spastic paraplegia type 57 (disorder)	1000
501	397596	Activated PI3K-delta syndrome	Activated PI3K-delta syndrome	711480000	Activated PI3K-delta syndrome (disorder)	1000
502	803	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	86044005	Amyotrophic lateral sclerosis (disorder)	1000
503	83601	Steroid-responsive encephalopathy associated with autoimmune thyroiditis	Steroid-responsive encephalopathy associated with autoimmune thyroiditis	771271000	Steroid-responsive encephalopathy associated with autoimmune thyroiditis (disorder)	1000
504	3389	Tuberculosis	Tuberculosis	56717001	Tuberculosis (disorder)	1000
505	98434	Hereditary combined deficiency of vitamin K-dependent clotting factors	Hereditary combined deficiency of vitamin K-dependent clotting factors	724356003	Hereditary combined deficiency of vitamin K-dependent clotting factors (disorder)	1000
506	209964	Solitary rectal ulcer syndrome	Solitary rectal ulcer syndrome	716685003	Solitary rectal ulcer syndrome (disorder)	1000
507	211017	Spinocerebellar ataxia type 30	Spinocerebellar ataxia type 30	719253007	Spinocerebellar ataxia type 30 (disorder)	1000
508	423275	Spinocerebellar ataxia type 40	Spinocerebellar ataxia type 40	734020000	Spinocerebellar ataxia type 40 (disorder)	1000
509	254925	Combined oxidative phosphorylation defect type 4	Combined oxidative phosphorylation defect type 4	766876004	Combined oxidative phosphorylation defect type 4 (disorder)	1000
510	130	Brugada syndrome	Brugada syndrome	418818005	Brugada syndrome (disorder)	1000
511	324307	Severe lateral tibial bowing with short stature	Severe lateral tibial bowing with short stature	766819001	Severe lateral tibial bowing with short stature (disorder)	1000
512	424996	Squamous cell carcinoma of gallbladder and extrahepatic biliary tract	Squamous cell carcinoma of gallbladder and extrahepatic biliary tract	766978002	Squamous cell carcinoma of gallbladder and extrahepatic biliary tract (disorder)	1000
513	247598	Neonatal intrahepatic cholestasis due to citrin deficiency	Neonatal intrahepatic cholestasis due to citrin deficiency	717155003	Neonatal intrahepatic cholestasis due to citrin deficiency (disorder)	1000
514	97240	Zebra body myopathy	Zebra body myopathy	34513009	Zebra body myopathy (disorder)	1000
515	98871	Transient erythroblastopenia of childhood	Transient erythroblastopenia of childhood	234375006	Transient erythroblastopenia of childhood (disorder)	1000
516	108	Babesiosis	Babesiosis	21061004	Babesiosis (disorder)	1000
517	163924	Non-herpetic acute limbic encephalitis	Non-herpetic acute limbic encephalitis	764998005	Non-herpetic acute limbic encephalitis (disorder)	1000
518	314684	Primary bone lymphoma	Primary bone lymphoma	766935007	Primary bone lymphoma (disorder)	1000
519	210115	Sterile multifocal osteomyelitis with periostitis and pustulosis	Sterile multifocal osteomyelitis with periostitis and pustulosis	773702002	Sterile multifocal osteomyelitis with periostitis and pustulosis (disorder)	1000
520	64720	Leiomyosarcoma	Leiomyosarcoma	443719001	Leiomyosarcoma (disorder)	1000
521	217260	Progressive multifocal leukoencephalopathy	Progressive multifocal leukoencephalopathy	22255007	Progressive multifocal leukoencephalopathy (disorder)	1000
522	910	Xeroderma pigmentosum	Xeroderma pigmentosum	44600005	Xeroderma pigmentosum (disorder)	1000
523	150	Nasopharyngeal carcinoma	Nasopharyngeal carcinoma	449248000	Nasopharyngeal carcinoma (disorder)	1000
524	548	Leprosy	Leprosy	81004002	Leprosy (disorder)	1000
525	314029	High bone mass osteogenesis imperfecta	High bone mass osteogenesis imperfecta	782781006	High bone mass osteogenesis imperfecta (disorder)	1000
526	1837	Ulna metaphyseal dysplasia syndrome	Ulna metaphyseal dysplasia syndrome	715242008	Ulna metaphyseal dysplasia syndrome (disorder)	1000
527	280133	Complement component 3 deficiency	Complement component 3 deficiency	771443008	Complement component 3 deficiency (disorder)	1000
528	314769	Somatomammotropinoma	Somatomammotropinoma	778046002	Somatomammotropinoma (disorder)	1000
529	238475	Familial hypercholanemia	Familial hypercholanemia	723360007	Familial hypercholanemia (disorder)	1000
530	166286	Porokeratotic eccrine ostial and dermal duct nevus	Porokeratotic eccrine ostial and dermal duct nevus	239118007	Porokeratotic eccrine ostial and dermal duct nevus (disorder)	1000
531	65284	Biotin-thiamine-responsive basal ganglia disease	Biotin-thiamine-responsive basal ganglia disease	703522009	Biotin-thiamine-responsive basal ganglia disease (disorder)	1000
532	99735	Myotonia permanens	Myotonia permanens	715789009	Myotonia permanens (disorder)	1000
533	254857	Lethal infantile mitochondrial myopathy	Lethal infantile mitochondrial myopathy	766251006	Lethal infantile mitochondrial myopathy (disorder)	1000
534	33355	Reticular dysgenesis	Reticular dysgenesis	111584000	Reticular dysgenesis (disorder)	1000
535	231445	Paraparetic variant of Guillain-Barré syndrome	Paraparetic variant of Guillain-Barré syndrome	766722008	Paraparetic variant of Guillain-Barré syndrome (disorder)	1000
536	562	McCune-Albright syndrome	McCune-Albright syndrome	67947000	McCune-Albright syndrome (disorder)	1000
537	225123	Hemochromatosis type 3	Hemochromatosis type 3	719974003	Hemochromatosis type 3 (disorder)	1000
538	137929	Neonatal brainstem dysfunction	Neonatal brainstem dysfunction	770664009	Neonatal brainstem dysfunction (disorder)	1000
539	163693	2p21 microdeletion syndrome	2p21 microdeletion syndrome	719652007	2p21 microdeletion syndrome (disorder)	1000
540	369867	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C	773414009	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C (disorder)	1000
541	189439	Primary pigmented nodular adrenocortical disease	Primary pigmented nodular adrenocortical disease	719274008	Primary pigmented nodular adrenocortical disease (disorder)	1000
542	36412	Hypocomplementemic urticarial vasculitis	Hypocomplementemic urticarial vasculitis	239945009	Hypocomplementemic urticarial vasculitis (disorder)	1000
543	797	Sarcoidosis	Sarcoidosis	31541009	Sarcoidosis (disorder)	1000
544	1427	Otospondylomegaepiphyseal dysplasia	Otospondylomegaepiphyseal dysplasia	254060000	Otospondylomegaepiphyseal dysplasia (disorder)	1000
545	3110	Rombo syndrome	Rombo syndrome	721904001	Rombo syndrome (disorder)	1000
546	139414	Congenital panfollicular nevus	Congenital panfollicular nevus	770940006	Congenital panfollicular nevus (disorder)	1000
547	182	Chromomycosis	Chromomycosis	238441002	Chromomycosis (disorder)	1000
548	2066	Gamma-aminobutyric acid transaminase deficiency	Gamma-aminobutyric acid transaminase deficiency	237941007	Gamma-aminobutyric acid transaminase deficiency (disorder)	1000
549	217566	Chronic respiratory distress with surfactant metabolism deficiency	Chronic respiratory distress with surfactant metabolism deficiency	783182004	Chronic respiratory distress with surfactant metabolism deficiency (disorder)	1000
550	247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	783787000	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations (disorder)	1000
551	60033	Idiopathic bronchiectasis	Idiopathic bronchiectasis	233629001	Idiopathic bronchiectasis (disorder)	1000
552	300373	Familial infantile gigantism	Familial infantile gigantism	773645004	Familial infantile gigantism (disorder)	1000
553	199627	Atypical autism	Atypical autism	231536004	Atypical autism (disorder)	1000
554	401785	Autosomal recessive spastic paraplegia type 62	Autosomal recessive spastic paraplegia type 62	765045003	Autosomal recessive spastic paraplegia type 62 (disorder)	1000
555	168606	Seborrhea-like dermatitis with psoriasiform elements	Seborrhea-like dermatitis with psoriasiform elements	782910009	Seborrhea-like dermatitis with psoriasiform elements (disorder)	1000
556	3148	Malignant peripheral nerve sheath tumor	Malignant peripheral nerve sheath tumor	404037002	Malignant peripheral nerve sheath tumor (disorder)	1000
557	441	Pure autonomic failure	Pure autonomic failure	84438001	Pure autonomic failure (disorder)	1000
558	101011	Autosomal dominant spastic paraplegia type 31	Autosomal dominant spastic paraplegia type 31	763068005	Autosomal dominant spastic paraplegia type 31 (disorder)	1000
559	178493	Myopic macular degeneration	Myopic macular degeneration	312898002	Myopic macular degeneration (disorder)	1000
560	391651	Glomus tumor	Glomus tumor	403969002	Glomus tumor (disorder)	1000
561	157820	Cold-induced sweating syndrome	Cold-induced sweating syndrome	702363009	Cold-induced sweating syndrome (disorder)	1000
562	69739	Athabaskan brainstem dysgenesis syndrome	Athabaskan brainstem dysgenesis syndrome	720518006	Athabaskan brainstem dysgenesis syndrome (disorder)	1000
563	91139	Simple cryoglobulinemia	Simple cryoglobulinemia	723674005	Simple cryoglobulinemia (disorder)	1000
564	353344	Idiopathic macular telangiectasia type 1	Idiopathic macular telangiectasia type 1	773993008	Idiopathic macular telangiectasia type 1 (disorder)	1000
565	125	Bloom syndrome	Bloom syndrome	4434006	Bloom syndrome (disorder)	1000
566	198	Occipital horn syndrome	Occipital horn syndrome	237878009	Occipital horn syndrome (disorder)	1000
567	101008	Autosomal recessive spastic paraplegia type 28	Autosomal recessive spastic paraplegia type 28	763376002	Autosomal recessive spastic paraplegia type 28 (disorder)	1000
568	319266	Omsk hemorrhagic fever	Omsk hemorrhagic fever	48113006	Omsk hemorrhagic fever (disorder)	1000
569	93569	Polymyalgia rheumatica	Polymyalgia rheumatica	65323003	Polymyalgia rheumatica (disorder)	1000
570	352745	Oculocutaneous albinism type 7	Oculocutaneous albinism type 7	722059002	Oculocutaneous albinism type 7 (disorder)	1000
571	33364	Trichothiodystrophy	Trichothiodystrophy	723551003	Trichothiodystrophy (disorder)	1000
572	99718	Leber plus disease	Leber plus disease	719430008	Leber plus disease (disorder)	1000
573	199279	Familial angiolipomatosis	Familial angiolipomatosis	774066000	Familial angiolipomatosis (disorder)	1000
574	354	GM1 gangliosidosis	GM1 gangliosidosis	238025006	GM1 gangliosidosis (disorder)	1000
575	1344	Atrial standstill	Atrial standstill	450919004	Atrial standstill (disorder)	1000
576	289380	Myosclerosis	Myosclerosis	763895001	Myosclerosis (disorder)	1000
577	101108	Spinocerebellar ataxia type 23	Spinocerebellar ataxia type 23	718772002	Spinocerebellar ataxia type 23 (disorder)	1000
578	578	Mucolipidosis type IV	Mucolipidosis type IV	725296006	Mucolipidosis type IV (disorder)	1000
579	606	Proximal myotonic myopathy	Proximal myotonic myopathy	715317001	Proximal myotonic myopathy (disorder)	1000
580	31150	Tangier disease	Tangier disease	723579009	Tangier disease (disorder)	1000
581	98619	Rare isolated myopia	Rare isolated myopia	773771008	Rare isolated myopia (disorder)	1000
582	1775	Dyskeratosis congenita	Dyskeratosis congenita	74911008	Dyskeratosis congenita (disorder)	1000
583	3467	Hereditary xanthinuria	Hereditary xanthinuria	54627004	Hereditary xanthinuria (disorder)	1000
584	171629	Autosomal recessive spastic paraplegia type 35	Autosomal recessive spastic paraplegia type 35	764688002	Autosomal recessive spastic paraplegia type 35 (disorder)	1000
585	97341	Persistent placoid maculopathy	Persistent placoid maculopathy	719297006	Persistent placoid maculopathy (disorder)	1000
586	26790	Pseudomyxoma peritonei	Pseudomyxoma peritonei	307601000	Pseudomyxoma peritonei (disorder)	1000
