	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	Score
226	93283	Spondyloepiphyseal dysplasia, Kimberley type	Spondyloepiphyseal dysplasia, Kimberley type	719203001	Spondyloepiphyseal dysplasia Kimberley type	1000
227	733	Familial adenomatous polyposis	Familial adenomatous polyposis	72900001	APC - Adenomatous polyposis coli	1000
228	582	Mucopolysaccharidosis type 4	Mucopolysaccharidosis type 4	130197005	Deficiency of N-acetylgalactosamine-6-sulfatase	1000
229	267	Autosomal recessive limb-girdle muscular dystrophy type 2A	Autosomal recessive limb-girdle muscular dystrophy type 2A	715341003	Autosomal recessive limb girdle muscular dystrophy type 2A	1000
230	2023	Undifferentiated pleomorphic sarcoma	Undifferentiated pleomorphic sarcoma	34360000	Fibrous histiocytoma, malignant	1000
231	93316	Spondylometaphyseal dysplasia, Schmidt type	Spondylometaphyseal dysplasia, Schmidt type	719304005	Spondylometaphyseal dysplasia Algerian type	1000
232	2224	Hypertryptophanemia	Hypertryptophanemia	721838005	Familial hypertryptophanaemia	1000
233	90002	Undifferentiated connective tissue syndrome	Undifferentiated connective tissue syndrome	239918008	Undifferentiated connective tissue disease	1000
234	86885	Primary cutaneous peripheral T-cell lymphoma not otherwise specified	Primary cutaneous peripheral T-cell lymphoma not otherwise specified	3172003	Mature T-cell lymphoma	1000
235	3057	Monoamine oxidase A deficiency	Monoamine oxidase A deficiency	718210003	Brunner syndrome	1000
236	139552	Distal hereditary motor neuropathy, Jerash type	Distal hereditary motor neuropathy, Jerash type	763533003	Autosomal recessive distal spinal muscular atrophy type 2	1000
237	137754	Neurological conditions associated with aminoacylase 1 deficiency	Neurological conditions associated with aminoacylase 1 deficiency	709282004	Aminoacylase 1 deficiency	1000
238	158684	Epidermolysis bullosa simplex with pyloric atresia	Epidermolysis bullosa simplex with pyloric atresia	716701004	Epidermolysis bullosa simplex co-occurrent with pyloric atresia	1000
239	90796	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	124220008	17 alpha-Hydroxylase deficiency	1000
240	51208	Formiminoglutamic aciduria	Formiminoglutamic aciduria	59761008	Deficiency of glutamate formiminotransferase	1000
241	251582	Gliomatosis cerebri	Gliomatosis cerebri	26138003	Gliomatosis cerebri	1000
242	85447	ATTRV30M amyloidosis	ATTRV30M amyloidosis	42295001	AF type amyloidosis	1000
243	85138	Addison disease	Addison disease	363732003	Addison disease	1000
244	2235	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	733113002	Chang Davidson Carlson syndrome	1000
245	75497	X-linked Ehlers-Danlos syndrome	X-linked Ehlers-Danlos syndrome	67202007	Ehlers-Danlos syndrome type V	1000
246	75377	Central areolar choroidal dystrophy	Central areolar choroidal dystrophy	231996009	Central areolar choroidal dystrophy	1000
247	93964	Blepharospasm-oromandibular dystonia syndrome	Blepharospasm-oromandibular dystonia syndrome	230325003	Blepharospasm - oromandibular dystonia	1000
248	213772	Adenocarcinoma of the cervix uteri	Adenocarcinoma of the cervix uteri	254887002	Adenocarcinoma cervix uteri	1000
249	79452	Milroy disease	Milroy disease	254199006	Hereditary lymphedema	1000
250	2435	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	733469003	Hereditary congenital hypomelanotic and hypermelanotic cutaneous macules, growth retardation, intellectual disability syndrome	1000
251	166038	Metaphyseal chondrodysplasia, Kaitila type	Metaphyseal chondrodysplasia, Kaitila type	770909004	Metaphyseal chondrodysplasia Kaitila type	1000
252	892	Von Hippel-Lindau disease	Von Hippel-Lindau disease	46659004	Cerebroretinal angiomatosis	1000
253	2619	Brachydactylous dwarfism, Mseleni type	Brachydactylous dwarfism, Mseleni type	715470008	Brachydactylous dwarfism Mseleni type	1000
254	2983	Disorder of sex development-intellectual disability syndrome	Disorder of sex development-intellectual disability syndrome	719450007	Disorder of sex development with intellectual disability syndrome	1000
255	159	Carnitine-acylcarnitine translocase deficiency	Carnitine-acylcarnitine translocase deficiency	238003000	Carnitine acylcarnitine translocase deficiency	1000
256	251370	Sickle cell-hemoglobin D disease syndrome	Sickle cell-hemoglobin D disease syndrome	25472008	Double heterozygous for Hb S + Hb D Punjab	1000
257	3063	X-linked intellectual disability, Snyder type	X-linked intellectual disability, Snyder type	702416008	Mental retardation, x-linked, Snyder-Robinson type	1000
258	209905	Brain-lung-thyroid syndrome	Brain-lung-thyroid syndrome	719098007	Brain lung thyroid syndrome	1000
259	55654	Hypotrichosis simplex	Hypotrichosis simplex	723362004	Hereditary hypotrichosis simplex	1000
260	809	Mixed connective tissue disease	Mixed connective tissue disease	398021003	Connective tissue disease overlap syndrome	1000
261	365	Glycogen storage disease due to acid maltase deficiency	Glycogen storage disease due to acid maltase deficiency	124454007	Deficiency of acid maltase	1000
262	60014	Argyria	Argyria	255636009	Argyria	1000
263	86850	Myeloid sarcoma	Myeloid sarcoma	188738007	Granulocytic sarcoma	1000
264	179	Birdshot chorioretinopathy	Birdshot chorioretinopathy	231981005	Birdshot chorioretinitis	1000
265	63275	Pemphigoid gestationis	Pemphigoid gestationis	86081009	Dermatitis herpetiformis of pregnancy	1000
266	3020	Ramsay Hunt syndrome	Ramsay Hunt syndrome	21954000	Geniculate herpes zoster	1000
267	100	Ataxia-telangiectasia	Ataxia-telangiectasia	68504005	Ataxia telangiectasia	1000
268	79410	Pretibial dystrophic epidermolysis bullosa	Pretibial dystrophic epidermolysis bullosa	67653003	Pretibial dystrophic epidermolysis bullosa	1000
269	94122	Cerebellar ataxia, Cayman type	Cerebellar ataxia, Cayman type	717332007	Cayman ataxia	1000
270	77292	Niemann-Pick disease type A	Niemann-Pick disease type A	52165006	Classical Niemann-Pick disease	1000
271	71212	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	124122005	Deficiency of 3-hydroxyacyl-CoA dehydrogenase	1000
272	97338	Melanoma of soft tissue	Melanoma of soft tissue	271944004	Clear cell sarcoma	1000
273	2806	Subacute sclerosing leukoencephalitis	Subacute sclerosing leukoencephalitis	192685000	Dawson's inclusion body encephalitis	1000
274	99000	Adult-onset foveomacular vitelliform dystrophy	Adult-onset foveomacular vitelliform dystrophy	232049001	Adult vitelliform macular dystrophy	1000
275	32960	Tumor necrosis factor receptor 1 associated periodic syndrome	Tumor necrosis factor receptor 1 associated periodic syndrome	403833009	Familial autosomal dominant periodic fever	1000
276	829	Adult-onset Still disease	Adult-onset Still disease	239920006	Adult onset Still disease	1000
277	314473	Ovarian fibroma	Ovarian fibroma	254865006	Fibroma of ovary	1000
278	2807	Papilloma of choroid plexus	Papilloma of choroid plexus	18021007	Choroid plexus papilloma	1000
279	49041	IgG4-related retroperitoneal fibrosis	IgG4-related retroperitoneal fibrosis	49120005	Ormond's disease	1000
280	284448	CLIPPERS	CLIPPERS	773688007	CLIPPERS - chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids	1000
281	171723	White sponge nevus	White sponge nevus	389203001	Familial white folded mucosal dysplasia	1000
282	189	Hidrotic ectodermal dysplasia	Hidrotic ectodermal dysplasia	54209007	Clouston syndrome	1000
283	97560	Primary membranous glomerulonephritis	Primary membranous glomerulonephritis	722119002	Idiopathic membranous glomerulonephritis	1000
284	811	Shwachman-Diamond syndrome	Shwachman-Diamond syndrome	89454001	Congenital lipomatosis of pancreas	1000
285	217382	Neurodegenerative syndrome due to cerebral folate transport deficiency	Neurodegenerative syndrome due to cerebral folate transport deficiency	711403001	Cerebral folate deficiency	1000
286	209943	IRVAN syndrome	IRVAN syndrome	783090002	IRVAN (idiopathic retinal vasculitis, aneurysms, neuroretinitis) syndrome	1000
287	66529	Tako-Tsubo cardiomyopathy	Tako-Tsubo cardiomyopathy	441541008	Left ventricular ballooning syndrome	1000
288	171851	MEDNIK syndrome	MEDNIK syndrome	722035007	Erythrokeratodermia variabilis 3	1000
289	2407	LOC syndrome	LOC syndrome	722675000	LOC syndrome	1000
290	31205	Rat-bite fever	Rat-bite fever	1685005	Rat bite fever	1000
291	2598	Mitochondrial myopathy and sideroblastic anemia	Mitochondrial myopathy and sideroblastic anemia	724138007	Mitochondrial myopathy with sideroblastic anaemia syndrome	1000
292	98974	Fuchs endothelial corneal dystrophy	Fuchs endothelial corneal dystrophy	193839007	Fuch's endothelial corneal dystrophy	1000
293	36387	Generalized epilepsy with febrile seizures-plus	Generalized epilepsy with febrile seizures-plus	699688008	Generalised epilepsy with febrile seizures plus	1000
294	71505	Cancer-associated retinopathy	Cancer-associated retinopathy	404663008	Paraneoplastic retinopathy	1000
295	31	Oxoglutaric aciduria	Oxoglutaric aciduria	733630004	Deficiency of alpha-ketoglutarate dehydrogenase	1000
296	71279	CANOMAD syndrome	CANOMAD syndrome	715624006	CANOMAD (chronic ataxic neuropathy, ophthalmoplegia, monoclonal IgM protein, cold agglutinins and disialosyl antibodies) syndrome	1000
297	83476	West-Nile encephalitis	West-Nile encephalitis	417093003	Disease caused by West Nile virus	1000
298	296	Ollier disease	Ollier disease	268274005	Congenital enchondromatosis	1000
299	157973	Congenital muscular dystrophy due to LMNA mutation	Congenital muscular dystrophy due to LMNA mutation	771272007	Congenital muscular dystrophy due to LMNA (lamin A/C) mutation	1000
300	1454	Joubert syndrome with hepatic defect	Joubert syndrome with hepatic defect	721847002	COACH (cerebellar vermis hypoplasia, oligophrenia, congenital ataxia, coloboma, hepatic fibrosis) syndrome	1000
301	86843	Acute panmyelosis with myelofibrosis	Acute panmyelosis with myelofibrosis	109991003	Acute myelofibrosis	1000
302	419	Hyperprolinemia type 1	Hyperprolinemia type 1	61071003	Hyperprolinaemia type I	1000
303	136	CADASIL	CADASIL	390936003	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leucoencephalopathy	1000
304	140976	RHYNS syndrome	RHYNS syndrome	723999009	RHYNS (retinitis pigmentosa, hypopituitarism, nephronophthisis, skeletal dysplasia) syndrome	1000
305	1685	Distomatosis	Distomatosis	26089000	Disease due to Trematoda	1000
306	528	Berardinelli-Seip congenital lipodystrophy	Berardinelli-Seip congenital lipodystrophy	284449005	Beradinelli-Seip syndrome	1000
307	33	Isovaleric acidemia	Isovaleric acidemia	87827003	Isovaleric acid CoA dehydrogenase deficiency	1000
308	1916	Diethylstilbestrol syndrome	Diethylstilbestrol syndrome	716005004	DES (diethylstilbestrol) syndrome	1000
309	97239	Reducing body myopathy	Reducing body myopathy	42779002	Reducing-body myopathy	1000
310	53583	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity	715564000	Dystonia 9	1000
311	79318	PMM2-CDG	PMM2-CDG	277893002	CDG - Carbohydrate-deficient glycoprotein syndrome type I	1000
312	431361	Progressive encephalopathy with leukodystrophy due to DECR deficiency	Progressive encephalopathy with leukodystrophy due to DECR deficiency	444944006	Deficiency of 2,4-dienoyl-CoA reductase	1000
313	324	Fabry disease	Fabry disease	16652001	Alpha-galactosidase A deficiency	1000
314	319276	Clear cell renal carcinoma	Clear cell renal carcinoma	254915003	Clear cell carcinoma of kidney	1000
315	99745	Typhoid	Typhoid	4834000	Infection by Salmonella Typhi	1000
316	52503	X-linked creatine transporter deficiency	X-linked creatine transporter deficiency	698290008	Creatine transporter deficiency	1000
317	90340	Blau syndrome	Blau syndrome	699861000	Arthrocutaneouveal granulamotosis	1000
318	79328	ALG9-CDG	ALG9-CDG	720978005	ALG9 congenital disorder of glycosylation	1000
319	461	Recessive X-linked ichthyosis	Recessive X-linked ichthyosis	72523005	Sex-linked ichthyosis	1000
320	64748	Dejerine-Sottas syndrome	Dejerine-Sottas syndrome	111499002	Dejerine-Sottas disease	1000
321	49827	Thiamine-responsive megaloblastic anemia syndrome	Thiamine-responsive megaloblastic anemia syndrome	237617006	Megaloblastic anaemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	1000
322	158029	Sea-blue histiocytosis	Sea-blue histiocytosis	37821003	Sea-blue histiocyte syndrome	1000
323	238583	Hyperphenylalaninemia due to tetrahydrobiopterin deficiency	Hyperphenylalaninemia due to tetrahydrobiopterin deficiency	68528007	Hyperphenylalaninaemia	1000
324	213512	Malignant mixed Müllerian tumor of the ovary	Malignant mixed Müllerian tumor of the ovary	702368000	Carcinosarcoma of ovary	1000
325	54272	Hepatocellular adenoma	Hepatocellular adenoma	424263008	Adenoma of liver	1000
326	168	Loose anagen syndrome	Loose anagen syndrome	238735005	Loose anagen hair syndrome	1000
327	394	Classic homocystinuria	Classic homocystinuria	24308003	CBS deficiency	1000
328	169105	Good syndrome	Good syndrome	9893005	Good syndrome	1000
329	2494	Ménétrier disease	Ménétrier disease	60002000	Adenopapillomatosis gastrica	1000
330	79233	Hypoxanthine guanine phosphoribosyltransferase partial deficiency	Hypoxanthine guanine phosphoribosyltransferase partial deficiency	238007004	Partial HGPRT deficiency	1000
331	970	Hereditary sensory and autonomic neuropathy type 2	Hereditary sensory and autonomic neuropathy type 2	398187000	Charcot Marie Tooth disease, type 2	1000
332	97332	Kienbock disease	Kienbock disease	787484007	Keinbock's disease	1000
333	244310	RFT1-CDG	RFT1-CDG	733084000	Carbohydrate deficient glycoprotein syndrome type In	1000
334	289504	Combined malonic and methylmalonic acidemia	Combined malonic and methylmalonic acidemia	702365002	CMAMMA - combined malonic and methylmalonic aciduria	1000
335	251912	Pineocytoma	Pineocytoma	89096009	Pineocytoma	1000
336	774	Hereditary hemorrhagic telangiectasia	Hereditary hemorrhagic telangiectasia	21877004	HHT - Hereditary haemorrhagic telangiectasia	1000
337	188	Systemic capillary leak syndrome	Systemic capillary leak syndrome	87730004	Capillary leak syndrome	1000
338	168598	Brain demyelination due to methionine adenosyltransferase deficiency	Brain demyelination due to methionine adenosyltransferase deficiency	124283007	Deficiency of methionine adenosyltransferase	1000
339	79351	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	303098002	3-Phosphoglycerate dehydrogenase deficiency	1000
340	99872	Hashimoto-Pritzker syndrome	Hashimoto-Pritzker syndrome	404160007	Congenital self-healing histiocytosis	1000
341	170	Woolly hair	Woolly hair	52564001	Woolly hair	1000
342	166409	Photosensitive epilepsy	Photosensitive epilepsy	95208000	Photic epilepsy	1000
343	79473	Porphyria variegata	Porphyria variegata	58275005	Dean-Barnes syndrome	1000
344	79327	ALG1-CDG	ALG1-CDG	720941007	ALG1 congenital disorder of glycosylation	1000
345	37042	Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	237618001	Congenital insulin-dependent diabetes mellitus with fatal secretory diarrhea	1000
346	33111	Granulomatous slack skin	Granulomatous slack skin	277796003	Granulomatous slack skin disease	1000
347	39041	Omenn syndrome	Omenn syndrome	722067005	Omenn syndrome	1000
348	79457	Maculopapular cutaneous mastocytosis	Maculopapular cutaneous mastocytosis	78745000	Localised cutaneous mastocytosis	1000
349	3452	Whipple disease	Whipple disease	41545003	Intestinal Whipple's disease	1000
350	2020	Congenital fiber-type disproportion myopathy	Congenital fiber-type disproportion myopathy	240084007	Congenital myopathy with fiber type disproportion	1000
351	899	Walker-Warburg syndrome	Walker-Warburg syndrome	111504002	HARD - Hydrocephalus, agyria and retinal dysplasia	1000
352	820	Sneddon syndrome	Sneddon syndrome	716745004	Ehrmann Sneddon syndrome	1000
353	79100	Atrophoderma vermiculata	Atrophoderma vermiculata	2736005	Acne vermoulante	1000
354	285	Ehlers-Danlos syndrome, hypermobility type	Ehlers-Danlos syndrome, hypermobility type	30652003	Benign hypermobility syndrome	1000
355	2908	Kindler syndrome	Kindler syndrome	238836000	Kindler syndrome	1000
356	178355	Smith-McCort dysplasia	Smith-McCort dysplasia	715862006	Smith McCort dysplasia	1000
357	289586	Exfoliative ichthyosis	Exfoliative ichthyosis	763768001	Autosomal recessive exfoliative ichthyosis	1000
358	83314	Epidemic typhus	Epidemic typhus	39111003	Classical typhus	1000
359	749	Congenital prekallikrein deficiency	Congenital prekallikrein deficiency	48976006	Fletcher factor deficiency	1000
360	598	Multiminicore myopathy	Multiminicore myopathy	55133004	Minicore disease	1000
361	190	Coats disease	Coats disease	360455002	Coats syndrome	1000
362	2195	Dicarboxylic aminoaciduria	Dicarboxylic aminoaciduria	716747007	Dicarboxylic aminoaciduria syndrome	1000
363	99914	Gynandroblastoma	Gynandroblastoma	26735007	Gynandroblastoma	1000
364	905	Wilson disease	Wilson disease	192640001	Cerebral pseudosclerosis	1000
365	251902	Atypical papilloma of choroid plexus	Atypical papilloma of choroid plexus	128904001	Atypical choroid plexus papilloma	1000
366	319223	Argentine hemorrhagic fever	Argentine hemorrhagic fever	58868000	AHF - Argentinian haemorrhagic fever	1000
367	97282	VIPoma	VIPoma	39998009	Excessive vasoactive intestinal peptide secretion	1000
368	53689	Congenital chloride diarrhea	Congenital chloride diarrhea	24412005	Congenital chloridorrhea	1000
369	137583	Vulvar intraepithelial neoplasia	Vulvar intraepithelial neoplasia	399382009	Dysplasia of vulva	1000
370	499	Kerion celsi	Kerion celsi	19087001	Kerion	1000
371	238459	SLC35A1-CDG	SLC35A1-CDG	723624008	CMP-sialic acid transporter deficiency	1000
372	832	Succinyl-CoA:3-ketoacid CoA transferase deficiency	Succinyl-CoA:3-ketoacid CoA transferase deficiency	238004006	3-Ketoacid CoA transferase deficiency	1000
373	493	Familial keratoacanthoma	Familial keratoacanthoma	716774008	Familial keratoacanthoma	1000
374	44	Neonatal adrenoleukodystrophy	Neonatal adrenoleukodystrophy	238061001	Neonatal adrenoleucodystrophy	1000
375	157850	Pantothenate kinase-associated neurodegeneration	Pantothenate kinase-associated neurodegeneration	2992000	Hallervorden-Spatz disease	1000
376	626	Large congenital melanocytic nevus	Large congenital melanocytic nevus	398943008	Congenital dermal melanocytic naevus	1000
377	333	Farber disease	Farber disease	79935000	Acid ceramidase deficiency	1000
378	93351	Spondyloepimetaphyseal dysplasia, Irapa type	Spondyloepimetaphyseal dysplasia, Irapa type	717330004	Spondyloepimetaphyseal dysplasia Irapa type	1000
379	98772	Spinocerebellar ataxia type 19/22	Spinocerebellar ataxia type 19/22	719251009	Spinocerebellar ataxia type 19	1000
380	70591	Chronic thromboembolic pulmonary hypertension	Chronic thromboembolic pulmonary hypertension	233947005	Chronic thromboembolic pulmonary hypertension	1000
381	1501	Adrenocortical carcinoma	Adrenocortical carcinoma	255035007	Adrenal carcinoma	1000
382	412	Dysbetalipoproteinemia	Dysbetalipoproteinemia	398796005	Apolipoprotein E deficiency	1000
383	180234	Mixed germ cell tumor	Mixed germ cell tumor	32844007	Mixed germ cell tumor	1000
384	25968	Benign occipital epilepsy	Benign occipital epilepsy	770623004	Benign occipital epilepsy	1000
385	251656	Oligoastrocytoma	Oligoastrocytoma	22217002	Oligoastrocytoma	1000
386	353	Autosomal recessive limb-girdle muscular dystrophy type 2C	Autosomal recessive limb-girdle muscular dystrophy type 2C	240056002	Severe autosomal recessive muscular dystrophy of childhood - North African type	1000
387	33573	Gamma-glutamyl transpeptidase deficiency	Gamma-glutamyl transpeptidase deficiency	78586005	Gamma-glutamyl transpeptidase deficiency	1000
388	2572	Spastic ataxia-corneal dystrophy syndrome	Spastic ataxia-corneal dystrophy syndrome	715465001	Bedouin spastic ataxia syndrome	1000
389	2340	Keratosis follicularis spinulosa decalvans	Keratosis follicularis spinulosa decalvans	238626006	Keratosis follicularis spinulosa decalvans	1000
390	210128	Urocanic aciduria	Urocanic aciduria	60952007	Urocanase deficiency	1000
391	31709	Infantile convulsions and choreoathetosis	Infantile convulsions and choreoathetosis	715534008	ICCA syndrome	1000
392	1177	Early-onset cerebellar ataxia with retained tendon reflexes	Early-onset cerebellar ataxia with retained tendon reflexes	230228004	EOCA - Early onset cerebellar ataxia with retained tendon reflexes	1000
393	178338	UV-sensitive syndrome	UV-sensitive syndrome	698253007	UV sensitive syndrome	1000
394	69723	Tyrosinemia type 3	Tyrosinemia type 3	413356003	4-Hydroxyphenylpyruvate dioxygenase deficiency	1000
395	53351	X-linked dystonia-parkinsonism	X-linked dystonia-parkinsonism	698279003	Lubag	1000
396	77297	Majeed syndrome	Majeed syndrome	703540008	Chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anaemia and neutrophilic dermatosis	1000
397	79321	ALG3-CDG	ALG3-CDG	720976009	ALG3 congenital disorder of glycosylation	1000
398	363483	Testicular teratoma	Testicular teratoma	255106001	Teratoma of testis	1000
399	397587	Deep dermatophytosis	Deep dermatophytosis	266152000	Deep seated dermatophytosis	1000
400	103909	Trehalase deficiency	Trehalase deficiency	84193000	Alpha, alpha-trehalase deficiency	1000
401	821	Sotos syndrome	Sotos syndrome	75968004	Cerebral giant	1000
402	264675	Hereditary pulmonary alveolar proteinosis	Hereditary pulmonary alveolar proteinosis	707442002	Congenital pulmonary alveolar proteinosis	1000
403	66631	CEDNIK syndrome	CEDNIK syndrome	722385008	CEDNIK (cerebral dysgenesis, neuropathy, ichthyosis, keratoderma) syndrome	1000
404	228119	Fusariosis	Fusariosis	64250002	Fusarium infection	1000
405	1901	Dermatosparaxis Ehlers-Danlos syndrome	Dermatosparaxis Ehlers-Danlos syndrome	55711009	Dermatosparaxis	1000
406	98912	Late-onset distal myopathy, Markesbery-Griggs type	Late-onset distal myopathy, Markesbery-Griggs type	770558006	Late-onset distal myopathy Markesbery Griggs type	1000
407	177	Rhizomelic chondrodysplasia punctata	Rhizomelic chondrodysplasia punctata	56692003	Chondrodysplasia punctata, autosomal recessive type	1000
408	79238	Galactose epimerase deficiency	Galactose epimerase deficiency	8849004	Epimerase deficiency	1000
409	1451	CINCA syndrome	CINCA syndrome	239826001	CINCA - Chronic infantile neurological, cutaneous and articular syndrome	1000
410	251899	Choroid plexus carcinoma	Choroid plexus carcinoma	88252006	Choroid plexus carcinoma	1000
411	551	MERRF	MERRF	230426003	Fukuhara syndrome	1000
412	2290	Microvillus inclusion disease	Microvillus inclusion disease	235729009	Congenital microvillous atrophy	1000
413	52368	Mohr-Tranebjaerg syndrome	Mohr-Tranebjaerg syndrome	702423009	Deafness-dystonia syndrome	1000
414	98957	Gelatinous drop-like corneal dystrophy	Gelatinous drop-like corneal dystrophy	418946006	Lattice corneal dystrophy Type III	1000
415	70567	Cholangiocarcinoma	Cholangiocarcinoma	70179006	Cholangiocarcinoma	1000
416	86911	Epilepsy with myoclonic absences	Epilepsy with myoclonic absences	230422001	Epilepsy with myoclonic absences	1000
417	407	Glycine encephalopathy	Glycine encephalopathy	237939006	Disorder of glycine cleavage enzyme complex	1000
418	90368	Hypotrichosis simplex of the scalp	Hypotrichosis simplex of the scalp	717256009	Hereditary hypotrichosis simplex of scalp	1000
419	99871	Eosinophilic granuloma	Eosinophilic granuloma	128810002	Eosinophilic granuloma	1000
420	231457	Acute pandysautonomia	Acute pandysautonomia	430042004	Acute panautonomic neuropathy	1000
421	36397	Adiposis dolorosa	Adiposis dolorosa	71404003	Adiposis dolorosa	1000
422	41751	Bietti crystalline dystrophy	Bietti crystalline dystrophy	312927001	Bietti crystalline retinopathy	1000
423	2309	Pachyonychia congenita	Pachyonychia congenita	39427000	Congenital pachyonychia	1000
424	98870	Congenital dyserythropoietic anemia type III	Congenital dyserythropoietic anemia type III	26409005	Congenital dyserythropoietic anaemia type III	1000
425	85414	Systemic-onset juvenile idiopathic arthritis	Systemic-onset juvenile idiopathic arthritis	201796004	Juvenile arthritis with systemic onset	1000
426	2855	Perrault syndrome	Perrault syndrome	93466004	Gonadal dysgenesis with auditory dysfunction, autosomal recessive inheritance	1000
427	93315	Spondylometaphyseal dysplasia, 'corner fracture' type	Spondylometaphyseal dysplasia, 'corner fracture' type	254078005	Spondylometaphyseal dysplasia - Sutcliffe type	1000
428	99002	Reticular dystrophy of the retinal pigment epithelium	Reticular dystrophy of the retinal pigment epithelium	723502001	Reticular dystrophy of retinal pigment epithelium	1000
429	2613	Nail-patella-like renal disease	Nail-patella-like renal disease	236527004	Nail patella-like renal disease	1000
430	93282	Spondyloepimetaphyseal dysplasia, PAPSS2 type	Spondyloepimetaphyseal dysplasia, PAPSS2 type	719172003	Spondyloepimetaphyseal dysplasia 3-prime-phosphoadenosine 5-prime-phosphosulfate synthase 2 type	1000
431	79395	Keratoderma hereditarium mutilans with ichthyosis	Keratoderma hereditarium mutilans with ichthyosis	717183001	Camisa disease	1000
432	879	Tungiasis	Tungiasis	64612002	Chigoe disease	1000
433	89843	Dystrophic epidermolysis bullosa pruriginosa	Dystrophic epidermolysis bullosa pruriginosa	403810008	Epidermolysis bullosa pruriginosa	1000
434	54368	Sarcocystosis	Sarcocystosis	88905005	Sarcocystiosis	1000
435	2114	Hip dysplasia, Beukes type	Hip dysplasia, Beukes type	721148005	Beukes familial hip dysplasia	1000
436	482	Kimura disease	Kimura disease	399894006	Kimura disease	1000
437	28378	Tyrosinemia type 2	Tyrosinemia type 2	124287008	Deficiency of tyrosine aminotransferase	1000
438	752	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	50658006	17-KSR deficiency	1000
439	160	Castleman disease	Castleman disease	781094002	Angiofollicular lymph node hyperplasia	1000
440	3096	Reye syndrome	Reye syndrome	74351001	Reye syndrome	1000
441	53715	Familial tumoral calcinosis	Familial tumoral calcinosis	61778004	Tumoral calcinosis	1000
442	79506	Cholesterol-ester transfer protein deficiency	Cholesterol-ester transfer protein deficiency	238080004	Hyperalphalipoproteinaemia	1000
443	71517	Rapid-onset dystonia-parkinsonism	Rapid-onset dystonia-parkinsonism	702323008	DYT12 - dystonia 12	1000
444	289377	Early-onset myopathy with fatal cardiomyopathy	Early-onset myopathy with fatal cardiomyopathy	702343002	Early onset myopathy with fatal cardiomyopathy	1000
445	839	Congenital nephrotic syndrome, Finnish type	Congenital nephrotic syndrome, Finnish type	197601003	CNF - Finnish congenital nephrotic syndrome	1000
446	101083	Charcot-Marie-Tooth disease type 1C	Charcot-Marie-Tooth disease type 1C	4183003	Charcot-Marie-Tooth disease, type IC	1000
447	2274	Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	403779009	Ichthyosis, cerebellar degeneration and hepatosplenomegaly	1000
448	2030	Fibrosarcoma	Fibrosarcoma	443250000	Fibrosarcoma	1000
449	2907	Hereditary acrokeratotic poikiloderma	Hereditary acrokeratotic poikiloderma	238835001	Hereditary acrokeratotic poikiloderma of Weary	1000
450	69126	Pyogenic arthritis-pyoderma gangrenosum-acne syndrome	Pyogenic arthritis-pyoderma gangrenosum-acne syndrome	724015007	Familial recurrent arthritis	1000
451	2788	Osteoporosis-pseudoglioma syndrome	Osteoporosis-pseudoglioma syndrome	254112001	Osteoporosis with pseudoglioma	1000
452	98908	Neutral lipid storage myopathy	Neutral lipid storage myopathy	699315005	Neutral lipid storage disease with myopathy	1000
453	1187	Lethal ataxia with deafness and optic atrophy	Lethal ataxia with deafness and optic atrophy	702441001	Arts syndrome	1000
454	140896	Acute respiratory coronavirus infection	Acute respiratory coronavirus infection	398447004	SARS	1000
455	859	Transcobalamin deficiency	Transcobalamin deficiency	237934001	TCN2 - Transcobalamin II deficiency	1000
456	3464	Woodhouse-Sakati syndrome	Woodhouse-Sakati syndrome	237616002	Hypogonadism, diabetes mellitus, alopecia, mental retardation and electrocardiographic abnormalities	1000
457	399293	Osteonecrosis of the jaw	Osteonecrosis of the jaw	441809006	Aseptic necrosis of bone of jaw	1000
