,ORDO_ID,ORDO_term,ORDO_syn,ORDO_definition,ORDO_mappings,SNOMED_ID,SNOMED_term
293,http://www.orpha.net/ORDO/Orphanet_281122,Self-improving collodion baby,Self-improving congenital ichthyosis|SHCB|SICI|Self-healing collodion baby,Self-healing collodion baby (SHCB) is a minor variant of autosomal recessive congenital ichthyosis (ARCI; see this term) characterized by the presence of a collodion membrane at birth that heals within the first weeks of life.,OMIM:242300|OMIM:606545|ICD-10:Q80.2|OMIM:242100|UMLS:C1855789,,
294,http://www.orpha.net/ORDO/Orphanet_1459,Celiac disease-epilepsy-cerebral calcification syndrome,CEC,"Celiac disease, epilepsy and cerebral calcification syndrome (CEC) is a rare disorder characterized by the combination of auto-immune intestinal disease, epileptic seizures and cerebral calcifications.",OMIM:226810,,
295,http://www.orpha.net/ORDO/Orphanet_79443,Pseudohypoparathyroidism type 1A,AHO-PHP syndrome Ia|Albright hereditary osteodystrophy-PHP syndrome Ia,"Pseudohypoparathyroidism type 1A (PHP1a) is a type of pseudohypoparathyroidism (PHP; see this term) characterized by renal resistance to parathyroid hormone (PTH), resulting in hypocalcemia, hyperphosphatemia, and elevated PTH; resistance to other hormones including thydroid stimulating hormone (TSH), gonadotropins and growth-hormone-releasing hormone (GHRH); and a constellation of clinical features known as Albright hereditary osteodystrophy (AHO; see this term).",OMIM:103580|ICD-10:E20.1|UMLS:C3494506,,
296,http://www.orpha.net/ORDO/Orphanet_90038,Typical hemolytic-uremic syndrome,Typical HUS|Hemolytic-uremic syndrome with diarrhea|D+HUS|Shiga-like toxin-associated HUS|Stx-HUS,"Typical hemolytic-uremic syndrome (typical HUS) is a thrombotic microangiopathy characterized by mechanical hemolytic anemia, thrombocytopenia, and renal dysfunction that is usually associated with prodromal enteritis caused by Shigella dysentriae type 1 or E. Coli.",ICD-10:D59.3|OMIM:235400,,
297,http://www.orpha.net/ORDO/Orphanet_75564,Acquired idiopathic sideroblastic anemia,Refractory anemia with ringed sideroblasts|AISA|RARS|Primary acquired sideroblastic anemia,"Acquired idiopathic sideroblastic anaemia is one of a group of disorders known as the myelodysplastic syndromes (MDS) characterised by ineffective haemopoiesis affecting one or more blood cell lineages (myeloid, erythroid or megakaryocytic) leading to peripheral blood cytopenias and an increased risk of developing leukaemia. Acquired idiopathic sideroblastic anaemia is now more commonly referred to as refractory anaemia with ringed sideroblasts or the acronym RARS.",UMLS:C1264195|ICD-10:D64.3,,
298,http://www.orpha.net/ORDO/Orphanet_528623,Hereditary angioedema with C1Inh deficiency,Hereditary angioneurotic edema with C1Inh deficiency|HAE with C1 inhibitor deficiency|Hereditary angioneurotic edema with C1 inhibitor deficiency|HAE with C1Inh deficiency,,,,
299,http://www.orpha.net/ORDO/Orphanet_169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,T-B+ SCID due to CD3delta/CD3epsilon/CD3zeta,,OMIM:608971|OMIM:610163|OMIM:615615|OMIM:615617|ICD-10:D81.2,,
300,http://www.orpha.net/ORDO/Orphanet_97,Familial paroxysmal ataxia,Episodic ataxia type 2,"Episodic ataxia type 2 (EA2) is the most frequent form of Hereditary episodic ataxia (EA; see this term) characterized by paroxysmal episodes of ataxia lasting hours, with interictal nystagmus and mildly progressive ataxia.",ICD-10:G11.8|UMLS:C1720416|OMIM:108500,,
301,http://www.orpha.net/ORDO/Orphanet_364063,Infantile epileptic-dyskinetic encephalopathy,,"Infantile epileptic-dyskinetic encephalopathy is a monogenic disease with epilepsy characterized by developmental delay and infantile spasms in the first months of life, followed by chorea and generalized dystonia and progressing to quadriplegic dyskinesia, recurrent status dystonicus, intractable focal epilepsy and severe intellectual disability.",ICD-10:G40.4|OMIM:308350,,
302,http://www.orpha.net/ORDO/Orphanet_370997,Muscle-eye-brain disease with bilateral multicystic leucodystrophy,MEB disease with bilateral multicystic leucodystrophy,"A rare, genetic, congenital muscular alpha-dystroglycanopathy with brain and eye anomalies disease characterized by a severe muscle-eye-brain disease-like phenotype associated with intellectual disability, muscular dystrophy, macrocephaly and extended bilateral multicystic white matter disease.",ICD-10:G71.2|OMIM:616538,,
303,http://www.orpha.net/ORDO/Orphanet_1217,Spinal atrophy-ophthalmoplegia-pyramidal syndrome,Hamano-Tsukamoto syndrome,"Spinal atrophy-ophthalmoplegia-pyramidal syndrome is a rare, bulbospinal muscular atrophy characterized by generalized neonatal hypotonia, progressive pontobulbar and spinal palsy, pyramidal signs, and deafness. External ophthalmoplegia and bilateral mydriasis are typical signs. There have been no further descriptions in the literature since 1994.",ICD-10:G12.2|UMLS:C2930956,,
304,http://www.orpha.net/ORDO/Orphanet_79140,Cutaneous neuroendocrine carcinoma,MCC|Merkel cell carcinoma,"Cutaneous neuroendocrine carcinoma is a primary cutaneous cancer arising from a subset of skin neuroendocrine cells (Merkel cells, giving the name Merkel cell carcinoma (MCC)).",ICD-10:C44.6|UMLS:C0007129|ICD-10:C44.3|ICD-10:C44.7,,
305,http://www.orpha.net/ORDO/Orphanet_1021,Amaurosis-hypertrichosis syndrome,,"Amaurosis hypertrichosis is characterised by severe retinal dystrophy marked by visual impairment and profound photophobia without night blindness. Eye examination suggested a cone-rod type of congenital amaurosis. Trichomegaly, bushy eyebrows with synophyrys, and excessive facial and body hair were also reported. The syndrome has been described in two female cousins both born to consanguineous parents.",UMLS:C1857588|ICD-10:H35.5|OMIM:204110|MeSH:C536604,,
306,http://www.orpha.net/ORDO/Orphanet_230851,Cardiac-valvular Ehlers-Danlos syndrome,cvEDS|Cardiac-valvular EDS,"Ehlers-Danlos syndrome, cardiac valvular type is a form of Ehlers-Danlos syndrome characterized by soft skin, skin hyperextensibility, easy bruisability, atrophic scar formation, joint hypermobility and cardiac valvular defects comprising mitral and/or aortic valve insufficiency.",ICD-10:Q79.6|UMLS:C1857034|OMIM:225320,,
307,http://www.orpha.net/ORDO/Orphanet_443073,Charcot-Marie-Tooth disease type 2S,CMT2S,"A rare subtype of axonal hereditary motor and sensory neuropathy characterized by progressive distal muscle weakness and atrophy of both the lower and upper limbs, absent or reduced deep tendon reflexes, mild sensory loss, foot drop, and pes cavus leading eventually to wheelchair dependance. Some patients present with early hypotonia and delayed motor development. Scoliosis and variable autonomic disturbances may be associated.",OMIM:616155|ICD-10:G60.0,,
308,http://www.orpha.net/ORDO/Orphanet_1947,"Progressive epilepsy-intellectual disability syndrome, Finnish type","Northern epilepsy|NCL, Northern epilepsy variant|Neuronal ceroid lipofuscinosis, Northern epilepsy variant|CLN8 disease, Northern epilepsy variant","Progressive epilepsy-intellectual deficit, Finnish type (also known as Northern epilepsy) is a subtype of neuronal ceroid lipofuscinosis (NCL; see this term) characterized by seizures, progressive decline of intellectual capacities and variable loss of vision.",UMLS:C1864923|OMIM:610003|ICD-10:E75.4,,
309,http://www.orpha.net/ORDO/Orphanet_137898,Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome,LBSL|Leukoencephalopathy with brain stem and spinal cord involvement-lactate elevation syndrome,"This disease is characterised by progressive cerebellar ataxia with pyramidal and spinal cord dysfunction, associated with distinctive MRI anomalies and increased lactate in the abnormal white matter.",OMIM:611105|UMLS:C1970180|ICD-10:E75.2,,
310,http://www.orpha.net/ORDO/Orphanet_468620,Intellectual disability-epilepsy-extrapyramidal syndrome,,,OMIM:617171,,
311,http://www.orpha.net/ORDO/Orphanet_86893,Nodular lymphocyte predominant Hodgkin lymphoma,NLPHL,Nodular lymphocyte predominant Hodgkin lymphoma (NLPHL) is a rare subtype of Hodgkin lymphoma (HL; see this term) characterized histologically by malignant lymphocyte predominant (LP) cells and the absence of typical Hodgkin and Reed-Sternberg (HRS) cells.,UMLS:C1334968|UMLS:C2239290|ICD-10:C81.0,,
312,http://www.orpha.net/ORDO/Orphanet_436252,Combined immunodeficiency-enteropathy spectrum,CID-MIA/early-onset IBD,,ICD-10:Q82.8|OMIM:243150,,
313,http://www.orpha.net/ORDO/Orphanet_477857,Autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency,Autosomal recessive MSMD due to complete RORgamma receptor defiency|Autosomal recessive primary immunodeficiency due to RORC mutation,,OMIM:616622,,
314,http://www.orpha.net/ORDO/Orphanet_628,Diastrophic dwarfism,Diastrophic dysplasia,"Diastrophic dwarfism is a rare disorder marked by short stature with short extremities (final adult height is 120cm +/- 10cm), and joint malformations leading to multiple joint contractures (principally involving the shoulders, elbows, interphalangeal joints and hips).",ICD-10:Q77.5|OMIM:222600|UMLS:C0220726,,
315,http://www.orpha.net/ORDO/Orphanet_335,Congenital fibrinogen deficiency,,Congenital deficiencies of fibrinogen are coagulation disorders characterized by bleeding symptoms ranging from mild to severe resulting from reduced quantity and/or quality of circulating fibrinogen. Afibrinogenemia (complete absence of fibrinogen) and hypofibrinogenemia (reduced plasma fibrinogen concentration) (see these terms) correspond to quantitative anomalies of fibrinogen while dysfibrinogenemia (see this term) corresponds to a functional anomaly of fibrinogen. Hypo- and dysfibrinogenemia may be frequently combined (hypodysfibrinogenemia).,ICD-10:D68.2|OMIM:202400|OMIM:616004,,
316,http://www.orpha.net/ORDO/Orphanet_438134,PCNA-related progressive neurodegenerative photosensitivity syndrome,,"PCNA-related progressive neurodegenerative photosensitivity syndrome is a rare neurodegenerative disease caused by homozygous mutations in the PCNA gene and characterized by neurodegeneration, postnatal growth retardation, prelingual sensorineural hearing loss, premature aging, ocular and cutaneous telangiectasia, learning difficulties, photophobia, and photosensitivity with evidence of predisposition to sun-induced malignancy. Progressive neurologic deterioration leads to gait disturbances, muscle weakness, speech and swallowing difficulties and progressive cognitive decline.",ICD-10:G11.3|OMIM:615919,,
317,http://www.orpha.net/ORDO/Orphanet_98673,"Autosomal dominant optic atrophy, classic form","Kjer optic atrophy|Optic atrophy type 1|Autosomal dominant optic atrophy, Kjer type","Autosomal dominant optic atrophy (ADOA) is one of the most common forms of hereditary optic neuropathy (see this term) characterized by progressive bilateral visual loss during the first decade of life, associated with optic disc pallor, visual field and color vision defects.",OMIM:610708|OMIM:605293|ICD-10:H47.2|OMIM:165500,,
318,http://www.orpha.net/ORDO/Orphanet_98972,Central cloudy dystrophy of François,Central cloudy corneal dystrophy of François|CCDF,"Central cloudy dystrophy of François is a very rare form of stromal corneal dystrophy (see this term) characterized by polygonal or rounded stromal opacities surrounded by clear tissue, and generally no effect on vision.",OMIM:217600|UMLS:C1622427|ICD-10:H18.5,,
319,http://www.orpha.net/ORDO/Orphanet_163727,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,,,UMLS:C1842531|OMIM:608105|MeSH:C535499,,
320,http://www.orpha.net/ORDO/Orphanet_48918,Focal myositis,Inflammatory pseudotumor of skeletal muscle|Focal nodular myositis,Focal myositis is a rare inflammatory myopathy characterized by a localized swelling of skeletal muscle that is usually located in the lower extremities.,ICD-10:M60.8|UMLS:C0751357,,
321,http://www.orpha.net/ORDO/Orphanet_457246,Clear cell sarcoma of kidney,CCSK,"Clear cell sarcoma of kidney is a rare, primary, genetic renal tumor usually characterized by a unilateral, unicentric, morphologically diverse tumor that arises from the renal medulla and has a tendency for vascular invasion. Clinically it presents with a palpable abdominal mass, abdominal or flank pain, hematuria, anemia and/or fatigue. Metastatic spread to lymph nodes, bones, lungs, retroperitoneum, brain and liver is common at time of diagnosis and therefore bone pain, cough or neurological compromise may be associated. Metastasis to unusual sites, such as the scalp, neck, nasopharynx, axilla, orbits and epidural space, have been reported.",ICD-10:C64,,
322,http://www.orpha.net/ORDO/Orphanet_79124,Hepatic veno-occlusive disease-immunodeficiency syndrome,VODI syndrome,"Hepatic veno-occlusive disease-immunodeficiency syndrome is characterized by the association of severe hypogammaglobulinemia, combined T and B cell immunodeficiency, absent lymph node germinal centers, absent tissue plasma cells and hepatic veno-occlusive disease.",UMLS:C1856128|OMIM:235550|ICD-10:K76.5,,
323,http://www.orpha.net/ORDO/Orphanet_157991,Generalized eruptive histiocytosis,Generalized eruptive histiocytoma,,ICD-10:D76.3,,
324,http://www.orpha.net/ORDO/Orphanet_399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,,"Male infertility with azoospermia or oligospermia due to single gene mutation is a rare, genetic male infertility due to sperm disorder characterized by the absence of a measurable amount of spermatozoa in the ejaculate (azoospermia), or a number of sperm in the ejaculate inferior to 15 million/mL (oligozoospermia), resulting from a mutation in a single gene known to cause azoo- or oligo-spermia. Sperm morphology may be normal.",OMIM:258150|ICD-10:N46|OMIM:613957|OMIM:618110|OMIM:618115|OMIM:617960|OMIM:270960|OMIM:617706|OMIM:309120|OMIM:615842|OMIM:305700|OMIM:615081|OMIM:618086|OMIM:616950|OMIM:108420|OMIM:615413|OMIM:615841,,
325,http://www.orpha.net/ORDO/Orphanet_217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,Acute infantile liver failure due to synthesis defect of mitochondrial DNA-encoded proteins,"Acute infantile liver failure due to mtDNA-encoded proteins synthesis defect is a very rare mitochondrial respiratory chain deficiency described in fewer than 10 infants, primarily of middle Eastern descent, and characterized clinically by transient but life-threatening liver failure with elevated liver enzymes, jaundice, vomiting, coagulopathy, hyperbilirubinemia, and lactic acidemia.",ICD-10:K72.0|OMIM:613070,,
326,http://www.orpha.net/ORDO/Orphanet_715,Glycogen storage disease due to muscle phosphorylase kinase deficiency,GSD due to muscle phosphorylase kinase deficiency|Glycogen storage disease type 9D|GSD type IXe|Glycogenosis type IXe|GSD type IXd|Glycogenosis type IXd|GSD type 9E|Glycogen storage disease type IXd|Glycogen storage disease type 9E|Glycogen storage disease type IXe|GSD type 9D|Glycogenosis due to muscle phosphorylase kinase deficiency|Glycogenosis type 9D|Glycogenosis type 9E,Glycogen storage disease due to muscle phosphorylase kinase (PhK) deficiency is a benign inborn error of glycogen metabolism characterized by exercise intolerance.,UMLS:C1845151|ICD-10:E74.0|OMIM:300559,,
327,http://www.orpha.net/ORDO/Orphanet_99860,Precursor B-cell acute lymphoblastic leukemia,Precursor B-cell acute lymphoblastic leukemia/lymphoma|Precursor B-cell acute lymphocytic leukemia|B-ALL|Precursor B-cell acute lymphocytic leukemia/lymphoma,,ICD-10:C83.5|ICD-10:C91.0|UMLS:C1292769|OMIM:615545|UMLS:C0006413,,
328,http://www.orpha.net/ORDO/Orphanet_97289,Thymic neuroendocrine tumor,,"Thymic endocrine tumor is a rare, malignant, primary thymic neoplasm originating from neuroendocrine cells, presenting as a mass within the anterior mediastinum. Patients typically present with nonspecific symptoms, such as chest pain, cough, shortness of breath, or in some cases, superior vena cava syndrome, although patients could be asymptomatic during the early stages or present with multiple endocrine neoplasia type I. Ectopic production of ACTH and serotonin can lead to Cushing syndrome and carcinoid syndrome, respectively.",ICD-10:D38.4,,
329,http://www.orpha.net/ORDO/Orphanet_422,Idiopathic and/or familial pulmonary arterial hypertension,,"Idiopathic and/or familial pulmonary arterial hypertension (IFPAH) is a form or pulmonary arterial hypertension (PAH, see his term) characterized by elevated pulmonary arterial resistance leading to right heart failure; it is progressive and potentially fatal. About 75% of heritable pulmonary arterial hypertension (HPAH, see this term) have an identified mutation. HPAH has been linked to mutations in BMPR2 in 75% of cases; other genes implicated in HPAH include ACVR1, BMPR1, CAV1, ENG and SMAD9 and CBLN2. (However, the majority of patients carrying an HPAH mutation do not develop PAH). Idiopathic pulmonary arterial hypertension (IFPAH; see this term) refers to those cases of pulmonary arterial hypertension in which etiology remains unknown .",OMIM:615342|OMIM:265400|OMIM:615344|OMIM:615343|ICD-10:I27.0|OMIM:178600,,
330,http://www.orpha.net/ORDO/Orphanet_86818,Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,AMME syndrome|ATS-MR|AMME complex,"Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome is characterised by the association of Alport syndrome, midface hypoplasia, intellectual deficit and elliptocytosis. It has been described in two families. The syndrome is transmitted as an X-linked trait is caused by a contiguous gene deletion in Xq22.3 involving several genes including COL4A5, FACL4 and AMMECR1.",UMLS:C1846242|OMIM:300194|OMIM:300990|ICD-10:Q87.8,,
331,http://www.orpha.net/ORDO/Orphanet_834,Free sialic acid storage disease,,"Free sialic acid storage disease (free SASD), is a group of lysosomal storage diseases characterized by a spectrum of clinical manifestations including neurological and developmental disorders with severity ranging from the milder phenotype, Salla disease (SD), to the most severe phenotype, infantile free sialic acid storage disease (ISSD).",ICD-10:E77.8|OMIM:604369|MeSH:C538523|OMIM:269920|MedDRA:10067531|UMLS:C2931872|UMLS:C0342853|MedDRA:10067529,,
332,http://www.orpha.net/ORDO/Orphanet_156156,"Lipoatrophy with diabetes, leukomelanodermic papules, liver steatosis, and hypertrophic cardiomyopathy",,,,,
333,http://www.orpha.net/ORDO/Orphanet_495,Transgrediens et progrediens palmoplantar keratoderma,Keratosis palmoplantaris transgrediens et progrediens|Progressive diffuse palmoplantar keratoderma|Transgrediens et progrediens PPK|Greither disease|Keratosis extremitatum hereditaria progrediens|Progressive diffuse PPK,,UMLS:C1851480|UMLS:C1851479|ICD-10:Q82.8|OMIM:133200,,
334,http://www.orpha.net/ORDO/Orphanet_166108,"Intellectual disability, Birk-Barel type",Intellectual disability-hypotonia-facial dysmorphism syndrome,"Intellectual disability, Birk-Barel type is a rare, genetic, syndromic intellectual disability characterized by congenital central hypotonia, developmental delay, moderate to severe intellectual disability and subtle dysmorphic features which evolve over time (dolichocephaly, myopathic facies, ptosis, short and broad philtrum, tented upper lip vermillion, palatal anomalies, mild micro- and/or retrognathia). Patients present reduced facial movements, lethargy, weak cry, transient neonatal hypoglycemia, severe feeding difficulties and failure to thrive. Dysphagia, particularly of solid food, asthenic body build, joint contractures and scoliosis are additional features.",ICD-10:Q87.8|OMIM:612292,,
335,http://www.orpha.net/ORDO/Orphanet_59,Allan-Herndon-Dudley syndrome,MCT8 deficiency|AHDS|Monocarboxylate transporter 8 deficiency|X-linked intellectual disability-hypotonia syndrome,"Allan-Herndon-Dudley syndrome (AHDS) is an X-linked intellectual disability syndrome with neuromuscular involvement characterized by infantile hypotonia, muscular hypoplasia, spastic paraparesis with dystonic/athetoic movements, and severe cognitive deficiency.",UMLS:C0795889|OMIM:300523|ICD-10:G31.8|MeSH:C537047,,
336,http://www.orpha.net/ORDO/Orphanet_64753,Spinocerebellar ataxia with axonal neuropathy type 2,AOA2|Ataxia-oculomotor apraxia type 2|SCAN 2|SCAR1,"Spinocerebellar ataxia with axonal neuropathy type 2 (AOA2) is a rare autosomal recessive cerebellar ataxia (ARCA), characterized by progressive cerebellar ataxia associated with frequent oculomotor apraxia, severe neuropathy and an elevated serum alpha-fetoprotein (AFP) level.",OMIM:606002|ICD-10:G60.2|OMIM:615217,,
337,http://www.orpha.net/ORDO/Orphanet_370052,SCALP syndrome,Sebaceous nevus-CNS malformations-aplasia cutis congenital-limbal dermoid-pigmented nevus syndrome|Sebaceous nevus-central nervous system malformations-aplasia cutis congenital-limbal dermoid-pigmented nevus syndrome,"SCALP syndrome is a rare skin disease characterized by the association of sebaceous nevus and aplasia cutis congenita (usually on the scalp and face) in conjunction with limbal dermoid of the eye, a giant congenital melanocytic nevus and variable central nervous system abnormalities, including seizures, hydrocephalus, neurocutaneous melanosis, arachnoid cysts, and diffuse unilateral hemishpere enlargement.",ICD-10:Q84.8,,
338,http://www.orpha.net/ORDO/Orphanet_213751,Malignant germ cell tumor of the corpus uteri,Germ cell cancer of the corpus uteri,"Malignant germ cell tumor of the corpus uteri is an extremely rare uterine neoplasm characterized by a typically polypoid mass deriving from primordial germ cells localized in the endometrium. Presentation is non-specific and often includes abnormal vaginal bleeding and/or discharge, a mass protruding from the vagina, abdominal and/or pelvic pain or, less commonly, difficulty passing stool and perianal pain. The malignant teratoma and yolk sac tumor histological subtypes are the most common.",ICD-10:C54.2|ICD-10:C54.0|ICD-10:C54.8|ICD-10:C54.1|ICD-10:C54.3,,
339,http://www.orpha.net/ORDO/Orphanet_90120,Hereditary motor and sensory neuropathy type 6,Hereditary motor and sensory neuropathy type VI|HMSN 6|CMT6|Peripheral neuropathy and optic atrophy|Charcot-Marie-Tooth disease type 6|HMSN VI,"A rare axonal hereditary motor and sensoy neuropathy disease characterized by progressive, peripheral, axonal sensorimotor neuropathy (of variable severity), affecting predominantly the distal lower limbs, associated with progressive, variably severe, optic atrophy, which frequently leads to visual loss. Patients typically present distal limb muscle weakness and atrophy, hypo/areflexia, foot deformities, poor visual acuity (often with a central scotoma), nystagmus, and reduced peripheral and nocturnal vision. Additional reported manifestations include sensorineural hearing loss, major joint contractures, anosmia, scoliosis/lumbar hyperlordosis, cognitive impairment and vocal cord paresis.",UMLS:C0393807|OMIM:616505|ICD-10:G60.0|OMIM:601152,,
340,http://www.orpha.net/ORDO/Orphanet_93356,"Spondyloepimetaphyseal dysplasia, Missouri type","SEMD, Missouri type|Spondyloepimetaphyseal dysplasia type 2|SEMD type 2","Spondyloepimetaphyseal dysplasia, Missouri type is characterized by moderate-to-severe metaphyseal changes, mild epiphyseal involvement, rhizomelic shortening of the lower limbs with bowing of the femora and/or tibiae, coxa vara, genu varum and pear-shaped vertebrae in childhood.",ICD-10:Q77.7|OMIM:602111|UMLS:C1865832,,
341,http://www.orpha.net/ORDO/Orphanet_467166,Tubulinopathy-associated dysgyria,Brain stem asymmetry-superior cerebellar and basal ganglia dysplasia syndrome,,,,
342,http://www.orpha.net/ORDO/Orphanet_91349,Non-functioning pituitary adenoma,NFPA,,UMLS:C0338078|ICD-10:D35.2,,
343,http://www.orpha.net/ORDO/Orphanet_2056,Essential fructosuria,Fructokinase deficiency|Ketohexokinase deficiency,"Essential fructosuria is a rare autosomal recessive disorder of fructose metabolism (see this term) caused by a deficiency of fructokinaseenzyme activity. It is characterized by elevated fructosemia and presence of fructosuria following ingestion of fructose and related sugars (sucrose, sorbitol). Essential fructosuria is clinically asymptomatic and harmless. Dietary restriction is not indicated.",OMIM:229800|MedDRA:10015487|UMLS:C0268160|MeSH:C538068|ICD-10:E74.1,,
344,http://www.orpha.net/ORDO/Orphanet_369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,SAM syndrome|Congenital erythroderma-hypotrichosis-recurrent infections-multiple food allergies syndrome,"Severe dermatitis-multiple allergies-metabolic wasting syndrome is a rare, genetic, epidermal disorder characterized by congenital erythroderma with severe psoriasiform dermatitis, ichthyosis, severe palmoplantar keratoderma, yellow keratosis on the hands and feet, elevated immunoglobulin E, multiple food allergies, and metabolic wasting. Other variable features may include hypotrichosis, nail dystrophy, recurrent infections, mild global developmental delay, eosinophillia, nystagmus, growth impairment and cardiac defects.",ICD-10:Q82.8|OMIM:615508,,
345,http://www.orpha.net/ORDO/Orphanet_280356,PLIN1-related familial partial lipodystrophy,FPLD4|PLIN1-related FPLD,"A rare genetic lipodystrophy characterized by loss of subcutaneous adipose tissue primarily affecting the lower limbs and gluteal region due to a defect in the PLIN1 gene. Associated features of insulin resistance, hepatic steatosis, dyslipidemia, hypertension, axillary acanthosis nigricans and muscular hypertrophy of the lower limbs are typical.",OMIM:613877|ICD-10:E88.1,,
346,http://www.orpha.net/ORDO/Orphanet_90280,Chilblain lupus,,,ICD-10:L93.2|MeSH:C535924|UMLS:C0024145|MedDRA:10025141,,
347,http://www.orpha.net/ORDO/Orphanet_355,Gaucher disease,Acid beta-glucosidase deficiency|Glucocerebrosidase deficiency,"Gaucher disease (GD) is a lysosomal storage disorder encompassing three main forms (types 1, 2 and 3), a fetal form and a variant with cardiac involvement (Gaucher disease - ophthalmoplegia - cardiovascular calcification or Gaucher-like disease).",MedDRA:10018048|OMIM:231005|OMIM:230900|OMIM:608013|OMIM:230800|UMLS:C0017205|OMIM:231000|OMIM:610539|MeSH:D005776|ICD-10:E75.2,,
348,http://www.orpha.net/ORDO/Orphanet_99001,Butterfly-shaped pigment dystrophy,Butterfly-shaped pigmentary macular dystrophy|Butterfly-shaped pattern dystrophy,Butterfly-shaped pigment dystrophy is a patterned dystrophy of the retinal pigment epithelium (see this term) characterized by abnormal accumulation of lipofuscin in a butterfly-shaped distribution at the retinal pigment epithelium level. Patients manifest with a slowly progressive loss of vision that often only becomes apparent in old age.,OMIM:169150|OMIM:610125|OMIM:608970|ICD-10:H35.5,,
349,http://www.orpha.net/ORDO/Orphanet_36386,Hereditary sensory and autonomic neuropathy type 1,Hereditary sensory and autonomic neuropathy type I|HSAN1,"Hereditary sensory neuropathy type I (HSN I) is a slowly progressive neurological disorder characterised by prominent predominantly distal sensory loss, autonomic disturbances, autosomal dominant inheritance, and juvenile or adulthood disease onset.",OMIM:615632|ICD-10:G60.8|OMIM:162400|UMLS:C0020071|OMIM:613708|OMIM:613640,,
350,http://www.orpha.net/ORDO/Orphanet_86841,Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality,5q- syndrome,,ICD-10:D46.7|UMLS:C0740302|OMIM:153550|UMLS:C1292779,,
351,http://www.orpha.net/ORDO/Orphanet_1185,Spinocerebellar ataxia-dysmorphism syndrome,,"Spinocerebellar ataxia-dysmorphism is marked by characteristic facies associated with dysarthria, delayed psychomotor development, ataxia, scoliosis and foot deformities. Three cases have been described and transmission appears to be autosomal recessive.",ICD-10:G11.8|UMLS:C1849088|OMIM:271270,,
352,http://www.orpha.net/ORDO/Orphanet_206594,Subacute inflammatory demyelinating polyneuropathy,Subacute inflammatory demyelinating polyradiculoneuropathy,"Subacute inflammatory demyelinating polyneuropathy (SIDP) is a subacute progressive symmetric sensorial and/or motor disorder characterized by muscular weakness with impaired sensation, absent or diminished tendon reflexes and elevated cerebrospinal fluid (CSF) proteins. SIDP is an intermediate form between Guillain-Barré syndrome (GBS) and chronic inflammatory demyelinating polyneuropathy (CIDP; see these terms).",ICD-10:G61.8,,
353,http://www.orpha.net/ORDO/Orphanet_579,Mucopolysaccharidosis type 1,Mucopolysaccharidosis type I|MPSI|MPS1|Alpha-L-iduronidase deficiency,"Mucopolysaccharidosis type 1 (MPS 1) is a rare lysosomal storage disease belonging to the group of mucopolysaccharidoses. There are three variants, differing widely in their severity, with Hurler syndrome being the most severe, Scheie syndrome the mildest and Hurler-Scheie syndrome giving an intermediate phenotype.",OMIM:607015|UMLS:C0023786|MedDRA:10056886|OMIM:607016|ICD-10:E76.0|MeSH:D008059|UMLS:C2713321|OMIM:607014,,
354,http://www.orpha.net/ORDO/Orphanet_137810,Nodular cutaneous amyloidosis,PLCNA|Primary localized cutaneous nodular amyloidosis,"Primary localized cutaneous nodular amyloidosis (PLCNA) is the most rare form of primary cutaneous amyloidosis (see this term), a skin disease characterized by the accumulation of amyloid deposits in the dermis, characterized clinically by yellowish waxy crusted nodules and papules on the face, lower extremities, trunk, scalp, and genitalia and histologically by the localized deposition of immunoglobulin-derived amyloid in the papillary dermis and subcutis. PLCNA can be associated with connective tissue disorders such as Sjögrens syndrome and CREST syndrome (see these terms).",UMLS:C0546394|MedDRA:10056953|ICD-10:E85.4+|ICD-10:L99.0*,,
355,http://www.orpha.net/ORDO/Orphanet_171436,Typical nemaline myopathy,,Typical nemaline myopathy is a moderate neonatal form of nemaline myopathy (NM; see this term) characterized by facial and skeletal muscle weakness and mild respiratory involvement.,ICD-10:G71.2|OMIM:616165|OMIM:256030|OMIM:161800|OMIM:610687|OMIM:615731|OMIM:609285,,
356,http://www.orpha.net/ORDO/Orphanet_477673,Postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome,,,OMIM:616281,,
357,http://www.orpha.net/ORDO/Orphanet_91500,Tubulointerstitial nephritis and uveitis syndrome,TINU syndrome|Acute tubulointerstitial nephritis and uveitis syndrome|Dobrin syndrome,,MeSH:C536922|UMLS:C1843273|UMLS:C1639520|MedDRA:10069034|UMLS:C2609298|MedDRA:10069039|OMIM:607665|ICD-10:N10,,
